item_id,timestamp,target
60.125_5.125,19-10-1985,27.01
60.125_5.125,20-10-1985,27.08
60.125_5.125,21-10-1985,27.17
60.125_5.125,22-10-1985,27.78
60.125_5.125,23-10-1985,27.88
60.125_5.125,24-10-1985,27.82
60.125_5.125,25-10-1985,27.55
60.125_5.125,26-10-1985,28.03
60.125_5.125,27-10-1985,28.12
60.125_5.125,28-10-1985,28.27
60.125_5.125,29-10-1985,28.26
60.125_5.125,30-10-1985,27.98
60.125_5.125,31-10-1985,27.9
60.125_5.125,01-11-1985,28.05
60.125_5.125,02-11-1985,28.08
60.125_5.125,03-11-1985,28.44
60.125_5.125,04-11-1985,28.15
60.125_5.125,05-11-1985,27.94
60.125_5.125,06-11-1985,27.95
60.125_5.125,07-11-1985,28.73
60.125_5.125,08-11-1985,28.81
60.125_5.125,09-11-1985,28.75
60.125_5.125,10-11-1985,28.59
60.125_5.125,11-11-1985,28.61
60.125_5.125,12-11-1985,28.01
60.125_5.125,13-11-1985,28.04
60.125_5.125,14-11-1985,28.58
60.125_5.125,15-11-1985,28.79
60.125_5.125,16-11-1985,29.03
60.125_5.125,17-11-1985,28.64
60.125_5.125,18-11-1985,28.76
60.125_5.125,19-11-1985,28.51
60.125_5.125,20-11-1985,28.34
60.125_5.125,21-11-1985,28.03
60.125_5.125,22-11-1985,27.66
60.125_5.125,23-11-1985,27.83
60.125_5.125,24-11-1985,28.02
60.125_5.125,25-11-1985,28.1
60.125_5.125,26-11-1985,28.53
60.125_5.125,27-11-1985,28.57
60.125_5.125,28-11-1985,28.43
60.125_5.125,29-11-1985,28.17
60.125_5.125,30-11-1985,27.7
60.125_5.125,01-12-1985,27.87
60.125_5.125,02-12-1985,27.73
60.125_5.125,03-12-1985,27.55
60.125_5.125,04-12-1985,27.54
60.125_5.125,05-12-1985,27.61
60.125_5.125,06-12-1985,27.43
60.125_5.125,07-12-1985,27.39
60.125_5.125,08-12-1985,27
60.125_5.125,09-12-1985,26.49
60.125_5.125,10-12-1985,27.16
60.125_5.125,11-12-1985,27.59
60.125_5.125,12-12-1985,27.59
60.125_5.125,13-12-1985,26.79
60.125_5.125,14-12-1985,26.94
60.125_5.125,15-12-1985,27.09
60.125_5.125,16-12-1985,27.2
60.125_5.125,17-12-1985,27.07
60.125_5.125,18-12-1985,26.52
60.125_5.125,19-12-1985,26.46
60.125_5.125,20-12-1985,26.5
60.125_5.125,21-12-1985,26.72
60.125_5.125,22-12-1985,26.65
60.125_5.125,23-12-1985,26.67
60.125_5.125,24-12-1985,26.81
60.125_5.125,25-12-1985,26.82
60.125_5.125,26-12-1985,26.92
60.125_5.125,27-12-1985,26.87
60.125_5.125,28-12-1985,26.84
60.125_5.125,29-12-1985,27.01
60.125_5.125,30-12-1985,26.81
60.125_5.125,31-12-1985,26.74
60.125_5.125,01-01-1986,25.42
60.125_5.125,02-01-1986,25.14
60.125_5.125,03-01-1986,25.21
60.125_5.125,04-01-1986,26.05
60.125_5.125,05-01-1986,26.19
60.125_5.125,06-01-1986,26.56
60.125_5.125,07-01-1986,26.55
60.125_5.125,08-01-1986,26.34
60.125_5.125,09-01-1986,26.07
60.125_5.125,10-01-1986,26.01
60.125_5.125,11-01-1986,26.13
60.125_5.125,12-01-1986,26.24
60.125_5.125,13-01-1986,26.69
60.125_5.125,14-01-1986,26.84
60.125_5.125,15-01-1986,27.1
60.125_5.125,16-01-1986,27.02
60.125_5.125,17-01-1986,27.15
60.125_5.125,18-01-1986,27.02
60.125_5.125,19-01-1986,27.01
60.125_5.125,20-01-1986,27.25
60.125_5.125,21-01-1986,27.57
60.125_5.125,22-01-1986,27.48
60.125_5.125,23-01-1986,27.24
60.125_5.125,24-01-1986,27.62
60.125_5.125,25-01-1986,27.79
60.125_5.125,26-01-1986,27.6
60.125_5.125,27-01-1986,27.06
60.125_5.125,28-01-1986,26.8
60.125_5.125,29-01-1986,27.27
60.125_5.125,30-01-1986,27.75
60.125_5.125,31-01-1986,28.23
60.125_5.125,01-02-1986,28.32
60.125_5.125,02-02-1986,28.26
60.125_5.125,03-02-1986,28.38
60.125_5.125,04-02-1986,28.34
60.125_5.125,05-02-1986,26.9
60.125_5.125,06-02-1986,26.85
60.125_5.125,07-02-1986,27.26
60.125_5.125,08-02-1986,26.61
60.125_5.125,09-02-1986,26.55
60.125_5.125,10-02-1986,27.49
60.125_5.125,11-02-1986,27.82
60.125_5.125,12-02-1986,28.11
60.125_5.125,13-02-1986,27.92
60.125_5.125,14-02-1986,27.64
60.125_5.125,15-02-1986,27.43
60.125_5.125,16-02-1986,27.7
60.125_5.125,17-02-1986,27.58
60.125_5.125,18-02-1986,27.61
60.125_5.125,19-02-1986,27.84
60.125_5.125,20-02-1986,27.98
60.125_5.125,21-02-1986,28.13
60.125_5.125,22-02-1986,27.6
60.125_5.125,23-02-1986,27.65
60.125_5.125,24-02-1986,27.99
60.125_5.125,25-02-1986,28.02
60.125_5.125,26-02-1986,27.89
60.125_5.125,27-02-1986,27.69
60.125_5.125,28-02-1986,27.65
60.125_5.125,01-03-1986,28.14
60.125_5.125,02-03-1986,28.25
60.125_5.125,03-03-1986,28.5
60.125_5.125,04-03-1986,28.03
60.125_5.125,05-03-1986,27.79
60.125_5.125,06-03-1986,27.21
60.125_5.125,07-03-1986,28.85
60.125_5.125,08-03-1986,29.03
60.125_5.125,09-03-1986,28.96
60.125_5.125,10-03-1986,28.81
60.125_5.125,11-03-1986,28.36
60.125_5.125,12-03-1986,28.39
60.125_5.125,13-03-1986,28.58
60.125_5.125,14-03-1986,28.92
60.125_5.125,15-03-1986,28.98
60.125_5.125,16-03-1986,28.91
60.125_5.125,17-03-1986,28.99
60.125_5.125,18-03-1986,29.04
60.125_5.125,19-03-1986,28.66
60.125_5.125,20-03-1986,28.84
60.125_5.125,21-03-1986,28.96
60.125_5.125,22-03-1986,28.99
60.125_5.125,23-03-1986,28.88
60.125_5.125,24-03-1986,28.51
60.125_5.125,25-03-1986,29.26
60.125_5.125,26-03-1986,29.38
60.125_5.125,27-03-1986,29.55
60.125_5.125,28-03-1986,29.57
60.125_5.125,29-03-1986,29.02
60.125_5.125,30-03-1986,28.95
60.125_5.125,31-03-1986,28.82
60.125_5.125,01-04-1986,28.52
60.125_5.125,02-04-1986,29.76
60.125_5.125,03-04-1986,30.59
60.125_5.125,04-04-1986,29.77
60.125_5.125,05-04-1986,29.4
60.125_5.125,06-04-1986,29.39
60.125_5.125,07-04-1986,28.96
60.125_5.125,08-04-1986,29.03
60.125_5.125,09-04-1986,29.17
60.125_5.125,10-04-1986,29.43
60.125_5.125,11-04-1986,29.98
60.125_5.125,12-04-1986,29.22
60.125_5.125,13-04-1986,28.47
60.125_5.125,14-04-1986,28.38
60.125_5.125,15-04-1986,29.65
60.125_5.125,16-04-1986,29.63
60.125_5.125,17-04-1986,29.73
60.125_5.125,18-04-1986,29.94
60.125_5.125,19-04-1986,30.06
60.125_5.125,20-04-1986,30.13
60.125_5.125,21-04-1986,30.04
60.125_5.125,22-04-1986,29.79
60.125_5.125,23-04-1986,29.48
60.125_5.125,24-04-1986,29.63
60.125_5.125,25-04-1986,29.79
60.125_5.125,26-04-1986,29.88
60.125_5.125,27-04-1986,29.09
60.125_5.125,28-04-1986,28.85
60.125_5.125,29-04-1986,29.15
60.125_5.125,30-04-1986,29.99
60.125_5.125,01-05-1986,30.56
60.125_5.125,02-05-1986,30.46
60.125_5.125,03-05-1986,31.72
60.125_5.125,04-05-1986,31.51
60.125_5.125,05-05-1986,30.69
60.125_5.125,06-05-1986,30.5
60.125_5.125,07-05-1986,30.42
60.125_5.125,08-05-1986,30.07
60.125_5.125,09-05-1986,30.19
60.125_5.125,10-05-1986,30.09
60.125_5.125,11-05-1986,30.18
60.125_5.125,12-05-1986,29.56
60.125_5.125,13-05-1986,29.45
60.125_5.125,14-05-1986,29.81
60.125_5.125,15-05-1986,29.95
60.125_5.125,16-05-1986,29.94
60.125_5.125,17-05-1986,30.29
60.125_5.125,18-05-1986,30.17
60.125_5.125,19-05-1986,30.11
60.125_5.125,20-05-1986,29.34
60.125_5.125,21-05-1986,29.24
60.125_5.125,22-05-1986,29.7
60.125_5.125,23-05-1986,29.68
60.125_5.125,24-05-1986,29.7
60.125_5.125,25-05-1986,29.59
60.125_5.125,26-05-1986,29.17
60.125_5.125,27-05-1986,29.14
60.125_5.125,28-05-1986,29.34
60.125_5.125,29-05-1986,29.59
60.125_5.125,30-05-1986,29.53
60.125_5.125,31-05-1986,28.84
60.125_5.125,01-06-1986,28.67
60.125_5.125,02-06-1986,28.63
60.125_5.125,03-06-1986,28.7
60.125_5.125,04-06-1986,28.71
60.125_5.125,05-06-1986,29.32
60.125_5.125,06-06-1986,29.7
60.125_5.125,07-06-1986,29.61
60.125_5.125,08-06-1986,29.43
60.125_5.125,09-06-1986,29.39
60.125_5.125,10-06-1986,29.35
60.125_5.125,11-06-1986,29.37
60.125_5.125,12-06-1986,28.99
60.125_5.125,13-06-1986,29.1
60.125_5.125,14-06-1986,29
60.125_5.125,15-06-1986,28.08
60.125_5.125,16-06-1986,27.98
60.125_5.125,17-06-1986,28.1
60.125_5.125,18-06-1986,28.12
60.125_5.125,19-06-1986,27.94
60.125_5.125,20-06-1986,27.51
60.125_5.125,21-06-1986,27.48
60.125_5.125,22-06-1986,27.45
60.125_5.125,23-06-1986,27.74
60.125_5.125,24-06-1986,27.83
60.125_5.125,25-06-1986,27.68
60.125_5.125,26-06-1986,27.5
60.125_5.125,27-06-1986,27.39
60.125_5.125,28-06-1986,27.22
60.125_5.125,29-06-1986,27.4
60.125_5.125,30-06-1986,27.47
60.125_5.125,01-07-1986,27.53
60.125_5.125,02-07-1986,27.64
60.125_5.125,03-07-1986,27.67
60.125_5.125,04-07-1986,28.36
60.125_5.125,05-07-1986,28.39
60.125_5.125,06-07-1986,28.42
60.125_5.125,07-07-1986,28.39
60.125_5.125,08-07-1986,27.75
60.125_5.125,09-07-1986,27.67
60.125_5.125,10-07-1986,28.24
60.125_5.125,11-07-1986,28.4
60.125_5.125,12-07-1986,28
60.125_5.125,13-07-1986,27.87
60.125_5.125,14-07-1986,27.22
60.125_5.125,15-07-1986,27.52
60.125_5.125,16-07-1986,27.37
60.125_5.125,17-07-1986,27.09
60.125_5.125,18-07-1986,26.94
60.125_5.125,19-07-1986,26.77
60.125_5.125,20-07-1986,26.68
60.125_5.125,21-07-1986,26.71
60.125_5.125,22-07-1986,26.72
60.125_5.125,23-07-1986,27.16
60.125_5.125,24-07-1986,27.32
60.125_5.125,25-07-1986,27
60.125_5.125,26-07-1986,27.2
60.125_5.125,27-07-1986,27.48
60.125_5.125,28-07-1986,27.71
60.125_5.125,29-07-1986,27.74
60.125_5.125,30-07-1986,27.65
60.125_5.125,31-07-1986,27.76
60.125_5.125,01-08-1986,27.72
60.125_5.125,02-08-1986,27.61
60.125_5.125,03-08-1986,27.16
60.125_5.125,04-08-1986,26.91
60.125_5.125,05-08-1986,26.89
60.125_5.125,06-08-1986,26.7
60.125_5.125,07-08-1986,26.75
60.125_5.125,08-08-1986,26.89
60.125_5.125,09-08-1986,27.09
60.125_5.125,10-08-1986,26.92
60.125_5.125,11-08-1986,26.67
60.125_5.125,12-08-1986,26.85
60.125_5.125,13-08-1986,26.61
60.125_5.125,14-08-1986,26.5
60.125_5.125,15-08-1986,26.48
60.125_5.125,16-08-1986,26.72
60.125_5.125,17-08-1986,26.8
60.125_5.125,18-08-1986,27.26
60.125_5.125,19-08-1986,27.16
60.125_5.125,20-08-1986,26.97
60.125_5.125,21-08-1986,26.69
60.125_5.125,22-08-1986,26.93
60.125_5.125,23-08-1986,26.56
60.125_5.125,24-08-1986,26.71
60.125_5.125,25-08-1986,27.05
60.125_5.125,26-08-1986,27.04
60.125_5.125,27-08-1986,26.84
60.125_5.125,28-08-1986,26.71
60.125_5.125,29-08-1986,27.08
60.125_5.125,30-08-1986,27.6
60.125_5.125,31-08-1986,28.03
60.125_5.125,01-09-1986,28.5
60.125_5.125,02-09-1986,28.6
60.125_5.125,03-09-1986,28.41
60.125_5.125,04-09-1986,28.59
60.125_5.125,05-09-1986,28.47
60.125_5.125,06-09-1986,28.35
60.125_5.125,07-09-1986,27.92
60.125_5.125,08-09-1986,27.81
60.125_5.125,09-09-1986,27.62
60.125_5.125,10-09-1986,27.12
60.125_5.125,11-09-1986,26.89
60.125_5.125,12-09-1986,27.35
60.125_5.125,13-09-1986,27.59
60.125_5.125,14-09-1986,27.55
60.125_5.125,15-09-1986,27.75
60.125_5.125,16-09-1986,28
60.125_5.125,17-09-1986,28.18
60.125_5.125,18-09-1986,28.47
60.125_5.125,19-09-1986,28.33
60.125_5.125,20-09-1986,28.02
60.125_5.125,21-09-1986,28.18
60.125_5.125,22-09-1986,28.35
60.125_5.125,23-09-1986,28.25
60.125_5.125,24-09-1986,28.2
60.125_5.125,25-09-1986,28.56
60.125_5.125,26-09-1986,28.53
60.125_5.125,27-09-1986,28.51
60.125_5.125,28-09-1986,28.37
60.125_5.125,29-09-1986,27.87
60.125_5.125,30-09-1986,27.99
60.125_5.125,01-10-1986,28
60.125_5.125,02-10-1986,27.77
60.125_5.125,03-10-1986,27.89
60.125_5.125,04-10-1986,28.28
60.125_5.125,05-10-1986,28.4
60.125_5.125,06-10-1986,28.34
60.125_5.125,07-10-1986,28.63
60.125_5.125,08-10-1986,28.79
60.125_5.125,09-10-1986,28.46
60.125_5.125,10-10-1986,28.73
60.125_5.125,11-10-1986,28.7
60.125_5.125,12-10-1986,28.73
60.125_5.125,13-10-1986,28.74
60.125_5.125,14-10-1986,28.56
60.125_5.125,15-10-1986,28.98
60.125_5.125,16-10-1986,28.56
60.125_5.125,17-10-1986,28.22
60.125_5.125,18-10-1986,28.21
60.125_5.125,19-10-1986,28.9
60.125_5.125,20-10-1986,29.28
60.125_5.125,21-10-1986,29.02
60.125_5.125,22-10-1986,28.5
60.125_5.125,23-10-1986,28.83
60.125_5.125,24-10-1986,28.79
60.125_5.125,25-10-1986,27.98
60.125_5.125,26-10-1986,28.38
60.125_5.125,27-10-1986,28.45
60.125_5.125,28-10-1986,29.06
60.125_5.125,29-10-1986,29.08
60.125_5.125,30-10-1986,28.74
60.125_5.125,31-10-1986,29.06
60.125_5.125,01-11-1986,29.09
60.125_5.125,02-11-1986,28.96
60.125_5.125,03-11-1986,28.55
60.125_5.125,04-11-1986,28.59
60.125_5.125,05-11-1986,28.65
60.125_5.125,06-11-1986,28.83
60.125_5.125,07-11-1986,28.92
60.125_5.125,08-11-1986,28.77
60.125_5.125,09-11-1986,28.87
60.125_5.125,10-11-1986,28.77
60.125_5.125,11-11-1986,28.58
60.125_5.125,12-11-1986,29.59
60.125_5.125,13-11-1986,29.83
60.125_5.125,14-11-1986,29.64
60.125_5.125,15-11-1986,28.88
60.125_5.125,16-11-1986,28.45
60.125_5.125,17-11-1986,28.35
60.125_5.125,18-11-1986,28.64
60.125_5.125,19-11-1986,28.66
60.125_5.125,20-11-1986,28.58
60.125_5.125,21-11-1986,28.24
60.125_5.125,22-11-1986,27.59
60.125_5.125,23-11-1986,27.49
60.125_5.125,24-11-1986,27.44
60.125_5.125,25-11-1986,27.78
60.125_5.125,26-11-1986,27.97
60.125_5.125,27-11-1986,28.35
60.125_5.125,28-11-1986,28.44
60.125_5.125,29-11-1986,27.94
60.125_5.125,30-11-1986,28.01
60.125_5.125,01-12-1986,27.62
60.125_5.125,02-12-1986,27.38
60.125_5.125,03-12-1986,27.37
60.125_5.125,04-12-1986,27.34
60.125_5.125,05-12-1986,28.11
60.125_5.125,06-12-1986,28.26
60.125_5.125,07-12-1986,28.04
60.125_5.125,08-12-1986,28.29
60.125_5.125,09-12-1986,28.59
60.125_5.125,10-12-1986,28.58
60.125_5.125,11-12-1986,28.17
60.125_5.125,12-12-1986,27.95
60.125_5.125,13-12-1986,27.98
60.125_5.125,14-12-1986,28.03
60.125_5.125,15-12-1986,27.96
60.125_5.125,16-12-1986,27.67
60.125_5.125,17-12-1986,27.44
60.125_5.125,18-12-1986,27.41
60.125_5.125,19-12-1986,27.08
60.125_5.125,20-12-1986,27.06
60.125_5.125,21-12-1986,27.21
60.125_5.125,22-12-1986,27.23
60.125_5.125,23-12-1986,27.48
60.125_5.125,24-12-1986,28.2
60.125_5.125,25-12-1986,27.73
60.125_5.125,26-12-1986,27.16
60.125_5.125,27-12-1986,27.18
60.125_5.125,28-12-1986,27.36
60.125_5.125,29-12-1986,26.78
60.125_5.125,30-12-1986,26.5
60.125_5.125,31-12-1986,26.47
60.125_5.125,01-01-1987,26.41
60.125_5.125,02-01-1987,26.05
60.125_5.125,03-01-1987,26.65
60.125_5.125,04-01-1987,26.69
60.125_5.125,05-01-1987,26.67
60.125_5.125,06-01-1987,26.74
60.125_5.125,07-01-1987,27
60.125_5.125,08-01-1987,26.87
60.125_5.125,09-01-1987,26.51
60.125_5.125,10-01-1987,26.79
60.125_5.125,11-01-1987,26.98
60.125_5.125,12-01-1987,26.89
60.125_5.125,13-01-1987,26.98
60.125_5.125,14-01-1987,27.72
60.125_5.125,15-01-1987,27.74
60.125_5.125,16-01-1987,27.43
60.125_5.125,17-01-1987,27.28
60.125_5.125,18-01-1987,27.47
60.125_5.125,19-01-1987,27.29
60.125_5.125,20-01-1987,27.56
60.125_5.125,21-01-1987,27.76
60.125_5.125,22-01-1987,27.63
60.125_5.125,23-01-1987,27.47
60.125_5.125,24-01-1987,27.39
60.125_5.125,25-01-1987,28.11
60.125_5.125,26-01-1987,28.1
60.125_5.125,27-01-1987,27.86
60.125_5.125,28-01-1987,27.44
60.125_5.125,29-01-1987,27.82
60.125_5.125,30-01-1987,28.11
60.125_5.125,31-01-1987,28.19
60.125_5.125,01-02-1987,28.22
60.125_5.125,02-02-1987,28.23
60.125_5.125,03-02-1987,28.28
60.125_5.125,04-02-1987,27.85
60.125_5.125,05-02-1987,27.75
60.125_5.125,06-02-1987,27.79
60.125_5.125,07-02-1987,27.88
60.125_5.125,08-02-1987,28.39
60.125_5.125,09-02-1987,28.55
60.125_5.125,10-02-1987,28.33
60.125_5.125,11-02-1987,28.14
60.125_5.125,12-02-1987,27.98
60.125_5.125,13-02-1987,27.7
60.125_5.125,14-02-1987,27.83
60.125_5.125,15-02-1987,28.15
60.125_5.125,16-02-1987,28.1
60.125_5.125,17-02-1987,28.4
60.125_5.125,18-02-1987,28.58
60.125_5.125,19-02-1987,28.66
60.125_5.125,20-02-1987,28.66
60.125_5.125,21-02-1987,28.49
60.125_5.125,22-02-1987,28.47
60.125_5.125,23-02-1987,28.04
60.125_5.125,24-02-1987,27.23
60.125_5.125,25-02-1987,27.62
60.125_5.125,26-02-1987,27.96
60.125_5.125,27-02-1987,28.12
60.125_5.125,28-02-1987,28.37
60.125_5.125,01-03-1987,28.65
60.125_5.125,02-03-1987,28.77
60.125_5.125,03-03-1987,28.75
60.125_5.125,04-03-1987,28.86
60.125_5.125,05-03-1987,28.98
60.125_5.125,06-03-1987,28.83
60.125_5.125,07-03-1987,28.74
60.125_5.125,08-03-1987,28.84
60.125_5.125,09-03-1987,29.1
60.125_5.125,10-03-1987,28.87
60.125_5.125,11-03-1987,28.72
60.125_5.125,12-03-1987,28.46
60.125_5.125,13-03-1987,27.49
60.125_5.125,14-03-1987,27.65
60.125_5.125,15-03-1987,27.87
60.125_5.125,16-03-1987,28.07
60.125_5.125,17-03-1987,28.58
60.125_5.125,18-03-1987,28.2
60.125_5.125,19-03-1987,29
60.125_5.125,20-03-1987,29.33
60.125_5.125,21-03-1987,29.22
60.125_5.125,22-03-1987,29.08
60.125_5.125,23-03-1987,28.88
60.125_5.125,24-03-1987,28.89
60.125_5.125,25-03-1987,28.59
60.125_5.125,26-03-1987,28.85
60.125_5.125,27-03-1987,29.28
60.125_5.125,28-03-1987,29.56
60.125_5.125,29-03-1987,29.69
60.125_5.125,30-03-1987,29.47
60.125_5.125,31-03-1987,29.37
60.125_5.125,01-04-1987,28.85
60.125_5.125,02-04-1987,28.85
60.125_5.125,03-04-1987,28.32
60.125_5.125,04-04-1987,28.95
60.125_5.125,05-04-1987,29.39
60.125_5.125,06-04-1987,29.63
60.125_5.125,07-04-1987,29.73
60.125_5.125,08-04-1987,29.76
60.125_5.125,09-04-1987,29.8
60.125_5.125,10-04-1987,28.88
60.125_5.125,11-04-1987,28.94
60.125_5.125,12-04-1987,29.02
60.125_5.125,13-04-1987,28.97
60.125_5.125,14-04-1987,29.42
60.125_5.125,15-04-1987,29.48
60.125_5.125,16-04-1987,29.29
60.125_5.125,17-04-1987,29.13
60.125_5.125,18-04-1987,28.92
60.125_5.125,19-04-1987,28.85
60.125_5.125,20-04-1987,29
60.125_5.125,21-04-1987,29.14
60.125_5.125,22-04-1987,29.3
60.125_5.125,23-04-1987,29.13
60.125_5.125,24-04-1987,28.64
60.125_5.125,25-04-1987,28.96
60.125_5.125,26-04-1987,29.39
60.125_5.125,27-04-1987,29.69
60.125_5.125,28-04-1987,29.56
60.125_5.125,29-04-1987,29.29
60.125_5.125,30-04-1987,29.38
60.125_5.125,01-05-1987,29.55
60.125_5.125,02-05-1987,30.02
60.125_5.125,03-05-1987,30.01
60.125_5.125,04-05-1987,29.81
60.125_5.125,05-05-1987,29.56
60.125_5.125,06-05-1987,29.54
60.125_5.125,07-05-1987,29.28
60.125_5.125,08-05-1987,29.73
60.125_5.125,09-05-1987,30.49
60.125_5.125,10-05-1987,30.49
60.125_5.125,11-05-1987,30.32
60.125_5.125,12-05-1987,30.48
60.125_5.125,13-05-1987,30.45
60.125_5.125,14-05-1987,30.31
60.125_5.125,15-05-1987,30.46
60.125_5.125,16-05-1987,30.53
60.125_5.125,17-05-1987,30.56
60.125_5.125,18-05-1987,30.02
60.125_5.125,19-05-1987,30.36
60.125_5.125,20-05-1987,30.06
60.125_5.125,21-05-1987,29.72
60.125_5.125,22-05-1987,29.24
60.125_5.125,23-05-1987,29.11
60.125_5.125,24-05-1987,29.87
60.125_5.125,25-05-1987,30.12
60.125_5.125,26-05-1987,30.95
60.125_5.125,27-05-1987,31.21
60.125_5.125,28-05-1987,31.18
60.125_5.125,29-05-1987,30.64
60.125_5.125,30-05-1987,30.65
60.125_5.125,31-05-1987,30.32
60.125_5.125,01-06-1987,29.84
60.125_5.125,02-06-1987,29.75
60.125_5.125,03-06-1987,29.79
60.125_5.125,04-06-1987,29.37
60.125_5.125,05-06-1987,29.24
60.125_5.125,06-06-1987,29.45
60.125_5.125,07-06-1987,29.64
60.125_5.125,08-06-1987,29.33
60.125_5.125,09-06-1987,29.26
60.125_5.125,10-06-1987,28.37
60.125_5.125,11-06-1987,28.27
60.125_5.125,12-06-1987,28.16
60.125_5.125,13-06-1987,28.11
60.125_5.125,14-06-1987,28.13
60.125_5.125,15-06-1987,28.33
60.125_5.125,16-06-1987,28.43
60.125_5.125,17-06-1987,28.47
60.125_5.125,18-06-1987,29.19
60.125_5.125,19-06-1987,29.54
60.125_5.125,20-06-1987,29.53
60.125_5.125,21-06-1987,29.41
60.125_5.125,22-06-1987,28.51
60.125_5.125,23-06-1987,28.22
60.125_5.125,24-06-1987,28.24
60.125_5.125,25-06-1987,28.45
60.125_5.125,26-06-1987,28.73
60.125_5.125,27-06-1987,28.63
60.125_5.125,28-06-1987,28.58
60.125_5.125,29-06-1987,28.8
60.125_5.125,30-06-1987,28.69
60.125_5.125,01-07-1987,28.57
60.125_5.125,02-07-1987,28.83
60.125_5.125,03-07-1987,28.8
60.125_5.125,04-07-1987,29.16
60.125_5.125,05-07-1987,28.55
60.125_5.125,06-07-1987,28.18
60.125_5.125,07-07-1987,28.07
60.125_5.125,08-07-1987,27.9
60.125_5.125,09-07-1987,28.48
60.125_5.125,10-07-1987,28.88
60.125_5.125,11-07-1987,28.14
60.125_5.125,12-07-1987,27.59
60.125_5.125,13-07-1987,28.3
60.125_5.125,14-07-1987,28.39
60.125_5.125,15-07-1987,28.24
60.125_5.125,16-07-1987,28.59
60.125_5.125,17-07-1987,28.49
60.125_5.125,18-07-1987,28.31
60.125_5.125,19-07-1987,28.15
60.125_5.125,20-07-1987,28.19
60.125_5.125,21-07-1987,28.41
60.125_5.125,22-07-1987,28.4
60.125_5.125,23-07-1987,28.31
60.125_5.125,24-07-1987,28.33
60.125_5.125,25-07-1987,28.65
60.125_5.125,26-07-1987,28.43
60.125_5.125,27-07-1987,27.96
60.125_5.125,28-07-1987,28.37
60.125_5.125,29-07-1987,28.39
60.125_5.125,30-07-1987,28.98
60.125_5.125,31-07-1987,28.76
60.125_5.125,01-08-1987,28.58
60.125_5.125,02-08-1987,28.49
60.125_5.125,03-08-1987,28.26
60.125_5.125,04-08-1987,28.35
60.125_5.125,05-08-1987,28.2
60.125_5.125,06-08-1987,28.49
60.125_5.125,07-08-1987,28.66
60.125_5.125,08-08-1987,28.86
60.125_5.125,09-08-1987,28.87
60.125_5.125,10-08-1987,28.71
60.125_5.125,11-08-1987,28.37
60.125_5.125,12-08-1987,28.38
60.125_5.125,13-08-1987,28.71
60.125_5.125,14-08-1987,28.52
60.125_5.125,15-08-1987,28.41
60.125_5.125,16-08-1987,28.42
60.125_5.125,17-08-1987,28.45
60.125_5.125,18-08-1987,28.07
60.125_5.125,19-08-1987,27.75
60.125_5.125,20-08-1987,27.78
60.125_5.125,21-08-1987,28.17
60.125_5.125,22-08-1987,28.16
60.125_5.125,23-08-1987,27.95
60.125_5.125,24-08-1987,27.99
60.125_5.125,25-08-1987,27.65
60.125_5.125,26-08-1987,27.14
60.125_5.125,27-08-1987,27.59
60.125_5.125,28-08-1987,27.82
60.125_5.125,29-08-1987,28.08
60.125_5.125,30-08-1987,28.75
60.125_5.125,31-08-1987,28.7
60.125_5.125,01-09-1987,28.89
60.125_5.125,02-09-1987,29.05
60.125_5.125,03-09-1987,29
60.125_5.125,04-09-1987,29.79
60.125_5.125,05-09-1987,29.75
60.125_5.125,06-09-1987,29.2
60.125_5.125,07-09-1987,28.67
60.125_5.125,08-09-1987,28.34
60.125_5.125,09-09-1987,28.84
60.125_5.125,10-09-1987,28.92
60.125_5.125,11-09-1987,28.36
60.125_5.125,12-09-1987,28.37
60.125_5.125,13-09-1987,28.45
60.125_5.125,14-09-1987,29.04
60.125_5.125,15-09-1987,29.23
60.125_5.125,16-09-1987,29.13
60.125_5.125,17-09-1987,28.97
60.125_5.125,18-09-1987,29.04
60.125_5.125,19-09-1987,29
60.125_5.125,20-09-1987,28.97
60.125_5.125,21-09-1987,28.99
60.125_5.125,22-09-1987,29.95
60.125_5.125,23-09-1987,29.95
60.125_5.125,24-09-1987,29.8
60.125_5.125,25-09-1987,30.04
60.125_5.125,26-09-1987,29.95
60.125_5.125,27-09-1987,29.96
60.125_5.125,28-09-1987,29.75
60.125_5.125,29-09-1987,29.69
60.125_5.125,30-09-1987,29.83
60.125_5.125,01-10-1987,29.94
60.125_5.125,02-10-1987,29.78
60.125_5.125,03-10-1987,29.47
60.125_5.125,04-10-1987,29.35
60.125_5.125,05-10-1987,28.84
60.125_5.125,06-10-1987,28.57
60.125_5.125,07-10-1987,28.27
60.125_5.125,08-10-1987,28.16
60.125_5.125,09-10-1987,28.36
60.125_5.125,10-10-1987,28.62
60.125_5.125,11-10-1987,28.49
60.125_5.125,12-10-1987,28.41
60.125_5.125,13-10-1987,28.44
60.125_5.125,14-10-1987,27.83
60.125_5.125,15-10-1987,28.46
60.125_5.125,16-10-1987,28.92
60.125_5.125,17-10-1987,28.64
60.125_5.125,18-10-1987,28.65
60.125_5.125,19-10-1987,28.88
60.125_5.125,20-10-1987,29.3
60.125_5.125,21-10-1987,28.71
60.125_5.125,22-10-1987,28.72
60.125_5.125,23-10-1987,28.91
60.125_5.125,24-10-1987,28.96
60.125_5.125,25-10-1987,29.28
